,sms_message,label
3988,Ringtone Club: Gr8 new polys direct to your mobile every week !,1
2442,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,0
290,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",0
3853,"No, its true..k,Do u knw dis no. &lt;#&gt; ?",0
2383,I will reach before ten morning,0
3116,I wait 4 ü inside da car park...,0
1066,No my mum went 2 dentist.,0
5164,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",1
885,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,0
1204,Thanks for understanding. I've been trying to tell sura that.,0
2579,Erm. I thought the contract ran out the4th of october.,0
1041,Today am going to college so am not able to atten the class.,0
767,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",0
1996,Shall i come to get pickle,0
75,I am waiting machan. Call me once you free.,0
1932,What pa tell me.. I went to bath:-),0
3023,How dare you change my ring,0
350,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,0
2440,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,0
2619,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,0
1611,I'll probably be around mu a lot,0
227,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",1
3195,And you! Will expect you whenever you text! Hope all goes well tomo ,0
2452,I know complain num only..bettr directly go to bsnl offc nd apply for it..,0
1779,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",0
3613,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",0
1561,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",0
4942,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,0
252,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0
4532,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,0
5086,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,0
2303,We can make a baby in yo tho,0
249,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,0
2920,Is xy in ur car when u picking me up?,0
4207,"Get the door, I'm here",0
3005,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",1
537,"Probably gonna be here for a while, see you later tonight &lt;)",0
488,Dear reached railway. What happen to you,0
1278,Dont put your phone on silent mode ok,0
4762,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),0
1375,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",1
2540,Hmmm:)how many players selected?,0
4977,You are gorgeous! keep those pix cumming :) thank you!,0
797,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",1
3740,Did you stitch his trouser,0
1942,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",1
3772,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",0
5081,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U""",0
1558,Wat r u doing?,0
460,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,0
4241,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",0
3730,I'm at home. Please call,0
5550,"Cool, what time you think you can get here?",0
691,Was the farm open?,0
3159,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,0
3436,Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx,0
18,Fine if thats the way u feel. Thats the way its gota b,0
2628,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,0
1344,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,0
646,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",0
4646,Are you planning to come chennai?,0
4829,Lol no. Just trying to make your day a little more interesting,0
4959,Why didn't u call on your lunch?,0
2159,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,0
83,You will be in the place of that man,0
2251,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,0
854,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.,0
4033,I'm very happy for you babe ! Woo hoo party on dude!,0
5322,"Thanks, I'll keep that in mind",0
3718,I'm gonna rip out my uterus.,0
4757,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,0
3602,"Jay told me already, will do",0
1706,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,0
2517,Yes.i'm in office da:),0
1716,Asking do u knw them or nt? May be ur frnds or classmates?,0
2515,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,0
31,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,0
3052,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite",0
5055,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,1
5522,Thats cool. I want to please you...,0
238,Where are you?when wil you reach here?,0
3537,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,0
1656,At 7 we will go ok na.,0
3967,I was just callin to say hi. Take care bruv!,0
3621,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,0
4101,I not at home now lei...,0
1541,K come to nordstrom when you're done,0
4068,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",1
2224,"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120",1
3818,This is my number by vivek..,0
2709,"Nah, I'm a perpetual DD",0
5211,It is only yesterday true true.,0
2313,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",1
3035,Get ready for  &lt;#&gt;  inches of pleasure...,0
2553,"Oh fine, I'll be by tonight",0
1738,I cant pick the phone right now. Pls send a message,0
4315,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,0
1094,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",0
3654,It has issues right now. Ill fix for her by tomorrow.,0
3479,I can ask around but there's not a lot in terms of mids up here,0
4400,Yes just finished watching days of our lives. I love it.,0
5537,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,1
3107,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",0
4718,"K will do, addie &amp; I are doing some art so I'll be here when you get home",0
4956,Doing my masters. When will you buy a bb cos i have for sale and how's bf,0
5422,Ok k..sry i knw 2 siva..tats y i askd..,0
841,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,0
5136,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,0
4390,"K I'm ready,  &lt;#&gt; ?",0
5394,I dont know exactly could you ask chechi.,0
5257,"As usual..iam fine, happy &amp; doing well..:)",0
4510,Ü takin linear algebra today?,0
5517,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt,0
3881,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,0
4481,"Y cant u try new invention to fly..i'm not joking.,",0
471,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,1
1913,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,0
335,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,1
2,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,1
4845,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 ,1
1485,"Sorry, I'll call later",0
1760,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,0
1219,K..k..i'm also fine:)when will you complete the course?,0
3969,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,0
1869,Today my system sh get ready.all is well and i am also in the deep well,0
3533,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",0
1776,Did u see what I posted on your Facebook?,0
5259,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,0
3331,Send me yetty's number pls.,0
3249,Also track down any lighters you can find,0
3188,Howz that persons story,0
4856,Same to u...,0
4354,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",0
1400,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,0
5298,I.ll hand her my phone to chat wit u,0
349,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,1
1428,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,0
2284,I reach home safe n sound liao...,0
2371,"That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut? ",0
4229,Have you started in skye,0
605,Meet after lunch la...,0
5188,Okie,0
3193,Is ur paper today in e morn or aft?,0
3714,If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.,0
542,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",0
