,comment,label
9022,"You have my heart, and we&#39;ll never be worlds apart<br>Maybe in magazines, but you&#39;ll still be my star<br>Baby, &#39;cause in the dark<br>You can&#39;t see shiny cars<br>And that&#39;s when you need me there<br>With you I&#39;ll always share<br>Because<br>When the sun shines, we&#39;ll shine together<br>Told you I&#39;ll be here forever<br>Said I&#39;ll always be your friend<br>Took an oath, I&#39;ma stick it out &#39;til the end<br>Now that it&#39;s raining more than ever<br>Know that we&#39;ll still have each other<br>You can stand under my umbrella<br>You can stand under my umbrella, ella, ella, eh, eh, eh<br>Under my umbrella, ella, ella, eh, eh, eh<br>Under my umbrella, ella, ella, eh, eh, eh<br>Under my umbrella, ella, ella, eh, eh, eh, eh, eh, eh<br>These fancy things will never come in between<br>You&#39;re part of my entity, here for infinity<br>When the world has took its part<br>When the world has dealt its cards<br>If the hand is hard, together we&#39;ll mend your heart<br>Because<br>When the sun shines, we shine together<br>Told you I&#39;ll be here forever<br>Said I&#39;ll always be your friend<br>Took an oath, I&#39;ma stick it out &#39;til the end<br>Now that it&#39;s raining more than ever<br>Know that we&#39;ll still have each other<br>You can stand under my umbrella<br>You can stand under my umbrella, ella, ella, eh, eh, eh<br>Under my umbrella, ella, ella, eh, eh, eh<br>Under my umbrella, ella, ella, eh, eh, eh<br>Under my umbrella, ella, ella, eh, eh, eh, eh, eh, eh<br>You can run into my arms<br>It&#39;s okay, don&#39;t be alarmed<br>Come into me<br>(There&#39;s no distance in between our love)<br>So gon&#39; and let the rain pour<br>I&#39;ll be all you need and more<br>Because<br>When the sun shines, we shine together<br>Told you I&#39;ll be here forever<br>Said I&#39;ll always be your friend<br>Took an oath, I&#39;ma stick it out &#39;til the end<br>Now that it&#39;s raining more than ever<br>Know that we&#39;ll still have each other<br>You can stand under my umbrella<br>You can stand under my umbrella, ella, ella, eh, eh, eh<br>Under my umbrella, ella, ella, eh, eh, eh<br>Under my umbrella, ella, ella, eh, eh, eh<br>Under my umbrella, ella, ella, eh, eh, eh, eh, eh, eh<br>It&#39;s raining, raining<br>Ooh, baby, it&#39;s raining, raining<br>Baby, come into me<br>Come into me<br>It&#39;s raining, raining<br>Ooh, baby, it&#39;s raining, raining<br>You can always come into me<br>Come into me<br>It&#39;s pouring rain<br>It&#39;s pouring rain<br>Come into me<br>Come into me<br>It&#39;s pouring rain<br>It&#39;s pouring rain",0
6833,"Gonna do this everyday until my birthday (06.09-24.09) ^-^<br>(Sorry for any grammatical mistakes, English is not my mother language)<br><br>1. Day: God it hurts a lot. But I&#39;m very motivated to do this daily!",0
397,ALL SCHOOL DROP OUTS I KNEW AS FRIENDS BEFORE THEY DECIDED TO DROP SCHOOL THINK THERE IS NO NEED FOR AN ID CARD OR A CERTIFICATION TO PROVE YOU ARE AN EDUCATED CLEAN IN CRIMINAL RECORD TALENTED PERSON TO WORK IN ANY ENTERTAINMENT FIELD WORLDWIDE. THEY THINK THEY COULD BE RICH ENTERTAINERS BY CONSOLIDATING WITH ACTORS / ACTRESSES AS WELL AS SINGERS FOR A SHARE OF PROFIT(S).﻿,1
490,"<a href=""https://m.freemyapps.com/share/url/10b35481"">https://m.freemyapps.com/share/url/10b35481</a>﻿",1
5740,"Tell me, if I have 10 oreo cookies, instead of 28, how will the recipe for this cake from NINO&#39;S HOME change.<br><br><br><br>With love<br>Vicky",0
4145,@Charles she's the plug 🇬🇧👆,1
2526,If you want to trade you need to learn things otherwise you will learn money.,1
5374,Not sure about the recommended handles but *BRAINYTOOLZ1 ON 1G* has proving to be the best_,1
4240,"When I asked my followers from different platforms what are their immediate financial goal, most of them said that their want to make their first million. So that's what we're doing today.",1
118,Please subscribe to me﻿,1
10743,Next move would have taken his life,0
1343,Man I'm loving IOTA. Better than btc,1
363,Take a look at this video on YouTube:﻿,1
5214,"W?H?A?T?S?A?P?P~~ME?
 + ?1 ?9? 3? 9? 4? 2? 2? 7? 0? 0? 7
 F?o?r <>m?o?r?e<> g?u?i?d?a?n?c?e*.",1
7516,Improvised Shorter Ver<br>45 Crunches<br>45 Bicycles Crunches<br>65 russian twists<br>15 Butterfly Kicks<br>35 Rev Crunches<br>15 scissor kicks,0
9343,"Loved Rihanna as soon as I heard and saw the video, and then always, quite the ballet dancer, much love to you Riri ❤",0
4174,I never regret trusting you👆👆👆your mining software is real and working perfectly I got the 4Btc this morning sir🤲🙏,1
5090,"I have been scammed alot whlies trying out bitcoin 
 software's and none of them didn't work! I recently got a working bitcoin adder from CRYPTOWORKSHUB on youtube and the software works in adding bitcoins daily to any wallet with live proof added in the video.
 
 Search CRYPTOWORKSHUB on youtube and watch how the software works with live proof added. Here's a link to the youtube video",1
2471,Football clubs seek cooperation to achieve a 100% win-win situation,1
2222,@mark Johnson I'm from Florida I used to take loan from the bank for surviver but after trading with expert Mrs Susan she changed my financial status for real I’m now a creditor not a debtor anymore,1
5931,where did u buy the pan?,0
6541,Are you gonna eat this cake alone? Can I join?,0
9493,Yeah l like the music 🎶,0
10649,How come spy be public?,0
4397,Still Profiting.,1
9720,Is it just me or is anyone else still listening to this song in 2022? 🔥😅,0
2568,"<<There's no doubt in my mind that we are not only going bull, but BTCis going nuclear. A lot of people are wondering if now is a good time to buy because of where the price is at right now. I'd say it's outrightly wrong to just sit back hodl and wait maybe incur some losses along the line, that's a wrong mindset for an investor because as an investor finding ways to always increase and stack up more coins thereby making prof!ts should be the way of lifeThat being said, the market is still all about BTC at the moment and I’ll advise current investors and newbies to take advantage of Isaac Steward program, a pro trader who runs a training program for investors/newbies who lack understanding on how trading Bitcoin works, to help them recover loss from the crash and also accumulate more bitcoin, with his program i went from having 1.3btc to 9.8btc in just 5 weeks. You can reach him on TE LE GRAM (@Isaacsteward)and What's-- application (+447782829841 ,let’s make the best of whatever we can.",1
4482,"I have been doing some research on the market too, it was quite challenging to understand the different trends on my own until i found out about ALEX VALENTINE Trading made easy",1
640,▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌ FACEBOOK PASSWORD HACK 2013! facebook-pass-hack2013.blogspot.com ONLY 100% WORKING SOFTWARE FOR HACKING ANY FACEBOOK PASSWORD! It&#39;s FREE for download and breaks any password in 10-15 minutes! 100% virus free! For details and FREE DOWNLOAD please visit facebook-pass-hack2013.blogspot.com ▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌,1
8485,"<a href=""https://www.youtube.com/watch?v=cLnFSqpyQDg&amp;t=13m59s"">13:59</a>",0
5537,Imagine your eating something salty while Nino cooks up something SWEET,0
1702,"Would you like to make more money on crypto investment, reply let’s go there",1
3158,"It's not about watching videos and wasting your time on strategies, i was ignorant doing so...so I decided to try Mich Smith and ever since then he has made me huged profits",1
9757,Tom Holland made this video appear boring😂,0
9524,This is a well written song. Technically... Executed nicely ❣️❣️❣️❣️,0
3210,Instagram ⬇️👇,1
5690,"Check after 20 minutes, making it for the first time half way through  and the cake looks amazing 😂 I keep checking",0
4179,I never regret trusting you👆👆👆your mining software is real and working perfectly I got the 4Btc this morning sir🙏,1
8276,"They say this man isn&#39;t funny, yet people compare him to Chapelle... So which one is it then? I can tell you right now that he&#39;s not anywhere near Chapelle level, but for all those people saying Kevin isn&#39;t funny, DON&#39;T WATCH! The fact that people go out of their ways just to hate on someone is so fucking sad for these people. I know that Chapelle is the GOAT, but I also think Kevin is funny as well. Two completely different styles. Would you compare LBJ to Stephen Curry? Or Jordan to Isaiah Thomas? Two different levels and positions man. I hate when people talk shit without knowing shit about it.... It&#39;s too many of these youtube comedians that never been on stage themselves talking...  So shut up with your opinions, unless you can do better... All of these haters are stuck in their own lives hating on successful people like fucking CLOWNS!",0
1170,1.Crypto,1
6228,"Me thinking that why he uses =  :) so much! in like- every other line 😂 , love your vids 💖💖",0
3950,MUCH RESPECT🙌 TO THIS TEAM☝️☝️,1
1704,"<I am a bit of skeptic, but know a lot of aspects about BTC. So, let's make few things straight - BTC is an investment asset - like gold, it's scarce, but it's easier to acquire it and big players like pay-pal and grayscale are holding it, same with a lot of banking institutions, hedge funds and masses of people Self-host wallet btc owner whales have a hard time selling it without doing KYC and in some cases, this can wreck them financially. People lose access to their btc wallets which makes that btc frozen for all time. The Hype and FOMO is on the rise and most people only buy and holding with btc. I mean you have to understand that normal stock market fundamentals don't apply here. It's not a 2017 - 2018 scenario. The regulation added to BTC can actually even make it more desirable(although have a minus). Basically, anything that could stop the mooning of btc imo would be extreme regulation restrictions and also better investment opportunities discovered by btc owners.However , it’s is best advice you find a working strategy/daily signals that works well in other to accumulate and grow a very strong portfolio ahead. I have been trading with Mr. Tom Canfield daily signals and strategy, his guidance makes trading less stressful and more profit despite the recent fluctuations. I was able to easily increase my portfolio in just 4weeks of trading with Canfield’s daily signals growing 1.5 BTC to 6.7 BTC. His daily signals are very accurate and yields a great positive return on investment and is available to give assistance to anyone who love crypto trading, you can contact him on Telegram @TomCanfield * * for inquires and profitable trading systems.",1
10826,Funeral arrangements were made soon after...,0
11271,Vlad. And. Moscow. Mitch. Aluminum factory in. Kentucky.,0
7734,NO!!! NO THIS IS MENACING people y&#39;all it&#39;s crazy though,0
6942,This is way to hatd,0
1886,"<I stumbled upon Paulson Dmitriev contact on a video on youtube recommended by traders whom he traded for and i decided that i consult his management. I was amazed how my trading life has become when it comes to making profits. I have been trading for about 2 months encountering losses as i have little knowledge in trading. After my initial deposit of $5300 my money back made $29,760 after 7 days of trade.",1
4247,"Thanks to the name ⬆️ above, Its been 8 months now that I can’t access my blockchain account but with his help I was able to gain access back to my account and I was able to withdraw my money",1
5012,"That's nice, thanks for replying, you can send a message to my administrator on watsap to earn in crypto especially Bitcoin ...+?..1.6.1..3..6.0..4..5..7..4..7 He's excellent at what he does, tell him referred you to him. His passionate strategies are top notch the ??????",1
9675,*2004 <br>2010 was the peak<br>2016 was the end,0
2703,"Reason why I trade with Ramirez ospina signal is because they are
 always accurate and helps even when the market is crashing",1
